model_id,author,downloads,likes,pipeline_tag,library_name,created_at,last_modified,tags
jhu-clsp/mmBERT-base,jhu-clsp,301484,210,fill-mask,transformers,2025-07-23 19:49:48+00:00,2025-10-07 14:08:42+00:00,"transformers,pytorch,fill-mask,aai,aak,aau,aaz,aba,abi,abk,abn,abq,abs,abt,abx,aby,abz,aca,acd,ace,acf,ach,acm,acn,acr,acu,ada,ade,adh,adi,adj,adl,ady,adz,aeb,aer,aeu,aey,afr,agd,agg,agm,agn,agr,agt,agu,agw,agx,aha,ahk,aia,aii,aim,ain,ajg,aji,ajz,akb,ake,akh,akp,alj,aln,alp,alq,als,alt,aly,alz,ame,amf,amh,ami,amk,amm,amn,amp,amr,amu,amx,ang,anm,ann,anp,anv,any,aoi,aoj,aom,aoz,apb,apc,ape,apn,apr,apt,apu,apw,apy,apz,arb,are,arg,arl,arn,arp,arq,ars,ary,arz,asg,asm,aso,ast,ata,atb,atd,atg,ati,atj,atq,att,auc,aui,auy,ava,avk,avn,avt,avu,awa,awb,awx,ayo,ayp,ayr,azb,azg,azj,azz,bak,bam,ban,bao,bar,bas,bav,bba,bbb,bbc,bbj,bbk,bbo,bbr,bch,bci,bcl,bco,bcw,bdd,bdh,bdq,bea,bef,bel,bem,ben,beq,bew,bex,bfd,bfo,bgr,bgs,bgt,bgz,bhg,bhl,bho,bhp,bhw,bhz,bib,big,bim,bin,bis,biu,biv,bjn,bjp,bjr,bjv,bkd,bkl,bkq,bku,bkv,bla,blh,blk,blw,blz,bmh,bmk,bmq,bmr,bmu,bmv,bno,bnp,boa,bod,boj,bom,bon,bos,bov,box,bpr,bps,bpy,bqc,bqj,bqp,bre,brh,bru,brx,bsc,bsn,bsp,bsq,bss,btd,bth,bts,btt,btx,bud,bug,buk,bul,bum,bus,bvc,bvd,bvr,bvz,bwd,bwi,bwq,bwu,bxh,bxr,byr,byv,byx,bzd,bzh,bzi,bzj,caa,cab,cac,caf,cag,cak,cao,cap,caq,car,cas,cat,cav,cax,cbc,cbi,cbk,cbr,cbs,cbt,cbu,cbv,cce,cco,ccp,ceb,ceg,cek,ces,cfm,cgc,cgg,cha,chd,che,chf,chj,chk,cho,chq,chr,chu,chv,chw,chz,cjk,cjo,cjp,cjs,cjv,ckb,cko,ckt,cle,clu,cly,cme,cmn,cmo,cmr,cnh,cni,cnk,cnl,cnt,cnw,coe,cof,cok,con,cop,cor,cos,cot,cou,cpa,cpb,cpc,cpu,cpy,crh,crj,crk,crl,crm,crn,crs,crt,crx,csb,csk,cso,csw,csy,cta,ctd,cto,ctp,ctu,cub,cuc,cui,cuk,cul,cut,cux,cwe,cwt,cya,cym,czt,daa,dad,daf,dag,dah,dak,dan,dar,ddg,ddn,ded,des,deu,dga,dgc,dgi,dgr,dgz,dhg,dhm,dhv,did,dig,dik,diq,dis,diu,div,dje,djk,djr,dks,dln,dng,dnj,dnw,dob,doi,dop,dos,dow,drg,dru,dsb,dtb,dtp,dts,dty,dua,due,dug,duo,dur,dwr,dww,dyi,dyo,dyu,dzo,ebk,efi,eka,ekk,eko,ell,emi,eml,emp,enb,enl,enm,enq,enx,epo,eri,ese,esi,esk,ess,esu,eto,etr,etu,eus,eve,ewe,ewo,ext,eza,faa,fad,fai,fal,fan,fao,far,fas,fat,ffm,fij,fil,fin,fit,fkv,fmu,fon,for,fra,frd,fro,frp,frr,fry,fub,fud,fue,fuf,fuh,fuq,fur,fuv,gaa,gag,gah,gai,gam,gaw,gaz,gbi,gbo,gbr,gcf,gcr,gde,gdg,gdn,gdr,geb,gej,gfk,ghs,gid,gil,giz,gjn,gkn,gla,gle,glg,glk,glv,gmh,gmv,gna,gnb,gnd,gng,gnn,gnw,goa,gof,gog,goh,gom,gor,gos,got,gqr,grc,grt,gso,gsw,gub,guc,gud,gug,guh,gui,guj,guk,gul,gum,gun,guo,guq,gur,guu,guw,gux,guz,gvc,gvf,gvl,gvn,gwi,gwr,gya,gym,gyr,hac,hae,hag,hak,hat,hav,haw,hay,hbo,hch,heb,heg,heh,her,hif,hig,hil,hin,hix,hla,hmo,hmr,hne,hnj,hnn,hns,hop,hot,hra,hrv,hrx,hsb,hto,hub,hui,hun,hus,huu,huv,hvn,hwc,hye,hyw,ian,iba,ibg,ibo,icr,ido,idu,ifa,ifb,ife,ifk,ifu,ify,ige,ign,ike,ikk,ikt,ikw,ilb,ile,ilo,imo,ina,inb,ind,inh,ino,iou,ipi,iqw,iri,irk,iry,isd,ish,isl,iso,ita,itv,ium,ivb,ivv,iws,ixl,izr,izz,jaa,jac,jae,jam,jav,jbo,jbu,jic,jiv,jmc,jpn,jra,jun,jvn,kaa,kab,kac,kak,kal,kam,kan,kao,kaq,kas,kat,kaz,kbc,kbd,kbh,kbm,kbo,kbp,kbq,kbr,kby,kca,kcg,kck,kdc,kde,kdh,kdi,kdj,kdl,kdr,kea,kei,kek,ken,keo,ker,kew,kez,kff,kgf,kgk,kgp,kgr,kha,khk,khm,khs,khz,kia,kij,kik,kin,kir,kiu,kix,kjb,kje,kjh,kjs,kkc,kki,kkj,kkl,kle,klt,klv,kmb,kmg,kmh,kmk,kmm,kmo,kmr,kms,kmu,kmy,knc,kne,knf,kng,knj,knk,kno,knv,knx,kny,kog,koi,koo,kor,kos,kpe,kpf,kpg,kpj,kpq,kpr,kpv,kpw,kpx,kpz,kqc,kqe,kqf,kql,kqn,kqo,kqp,kqs,kqw,kqy,krc,kri,krj,krl,kru,krx,ksb,ksc,ksd,ksf,ksh,ksj,ksp,ksr,kss,ksw,ktb,ktj,ktm,kto,ktu,ktz,kua,kub,kud,kue,kuj,kum,kup,kus,kvg,kvj,kvn,kwd,kwf,kwi,kwj,kwn,kwy,kxc,kxm,kxw,kyc,kyf,kyg,kyq,kyu,kyz,kze,kzf,kzj,lac,lad,lai,laj,lam,lao,lap,lat,lbb,lbe,lbj,lbk,lcm,lcp,ldi,ldn,lee,lef,leh,lem,leu,lew,lex,lez,lfn,lgg,lgl,lgm,lhi,lhu,lia,lid,lif,lij,lim,lin,lip,lis,lit,liv,ljp,lki,llb,lld,llg,lln,lmk,lmo,lmp,lnd,lob,loe,log,lok,lol,lom,loq,loz,lrc,lsi,lsm,ltg,ltz,lua,lub,luc,lud,lue,lug,lun,luo,lus,lvs,lwg,lwo,lww,lzh,maa,mad,maf,mag,mah,mai,maj,mak,mal,mam,maq,mar,mas,mau,mav,maw,maz,mbb,mbc,mbd,mbf,mbh,mbi,mbj,mbl,mbs,mbt,mca,mcb,mcd,mcf,mck,mcn,mco,mcp,mcq,mcu,mda,mdf,mdy,med,mee,mej,mek,men,meq,mer,met,meu,mev,mfe,mfg,mfh,mfi,mfk,mfq,mfy,mfz,mgc,mgh,mgo,mgr,mhi,mhl,mhr,mhw,mhx,mhy,mib,mic,mie,mif,mig,mih,mil,mim,min,mio,mip,miq,mir,mit,miy,miz,mjc,mjw,mkd,mkl,mkn,mks,mkz,mlh,mlp,mlt,mlu,mmn,mmo,mmx,mna,mnb,mnf,mni,mnk,mns,mnw,mnx,mny,moa,moc,mog,moh,mop,mor,mos,mox,mpg,mph,mpm,mpp,mps,mpt,mpx,mqb,mqj,mqy,mrg,mri,mrj,mrq,mrv,mrw,msb,msc,mse,msk,msy,mta,mtg,mti,mto,mtp,mua,mug,muh,mui,mup,mur,mus,mux,muy,mva,mvn,mvp,mwc,mwf,mwl,mwm,mwn,mwp,mwq,mwv,mww,mxb,mxp,mxq,mxt,mxv,mya,myb,myk,myu,myv,myw,myx,myy,mza,mzh,mzk,mzl,mzm,mzn,mzw,mzz,nab,naf,nah,nak,nap,naq,nas,nav,naw,nba,nbc,nbe,nbl,nbq,nbu,nca,nch,ncj,ncl,ncq,nct,ncu,ncx,ndc,nde,ndh,ndi,ndj,ndo,nds,ndz,neb,new,nfa,nfr,ngb,ngc,ngl,ngp,ngu,nhd,nhe,nhg,nhi,nhk,nho,nhr,nhu,nhw,nhx,nhy,nia,nif,nii,nij,nim,nin,nio,niu,niy,njb,njm,njn,njo,njz,nkf,nko,nld,nlg,nma,nmf,nmh,nmo,nmw,nmz,nnb,nng,nnh,nnl,nno,nnp,nnq,nnw,noa,nob,nod,nog,non,nop,not,nou,nov,nph,npi,npl,npo,npy,nqo,nre,nrf,nri,nrm,nsa,nse,nsm,nsn,nso,nss,nst,nsu,ntp,ntr,ntu,nuj,nus,nuy,nvm,nwb,nwi,nwx,nxd,nya,nyf,nyk,nyn,nyo,nyu,nyy,nza,nzi,nzm,obo,oci,ogo,ojb,oke,oku,okv,old,olo,omb,omw,ong,ons,ood,opm,orv,ory,oss,ota,otd,ote,otm,otn,oto,otq,ots,otw,oym,ozm,pab,pad,pag,pah,pam,pan,pao,pap,pau,pbb,pbc,pbi,pbt,pcd,pck,pcm,pdc,pdt,pem,pfe,pfl,phm,pib,pio,pir,pis,pjt,pkb,plg,pls,plt,plu,plw,pma,pmf,pmq,pms,pmx,pnb,pne,pnt,pny,poe,poh,poi,pol,pon,por,pos,pot,pov,poy,ppk,ppo,pps,prf,prg,pri,prq,pse,pss,ptp,ptu,pui,pwg,pwn,pww,pxm,qub,quc,quf,qug,quh,qul,qup,qus,quw,quy,quz,qva,qvc,qve,qvh,qvi,qvm,qvn,qvo,qvs,qvw,qvz,qwh,qxh,qxl,qxn,qxo,qxr,rad,rai,rap,rar,rav,raw,rcf,rej,rel,rgu,rhg,ria,rim,rjs,rkb,rmc,rme,rml,rmn,rmo,rmq,rmy,rnd,rng,rnl,roh,ron,roo,rop,row,rro,rtm,rub,rue,ruf,rug,run,rup,rus,rwo,sab,sag,sah,san,sas,sat,sba,sbd,sbe,sbl,sbs,sby,sck,scn,sco,sda,sdc,sdh,sdo,sdq,seh,ses,sey,sfw,sgb,sgc,sgh,sgs,sgw,sgz,shi,shk,shn,shp,shu,sid,sig,sil,sim,sin,sja,sjo,sju,skg,skr,sld,slk,sll,slv,sma,sme,smj,smk,sml,smn,smo,sms,smt,sna,snc,snd,snf,snn,snp,snw,sny,soe,som,sop,soq,sot,soy,spa,spl,spm,spp,sps,spy,srd,sri,srm,srn,srp,srq,srr,ssd,ssg,ssw,ssx,stn,stp,stq,sua,suc,sue,suk,sun,sur,sus,suz,swb,swc,swe,swg,swh,swk,swp,sxb,sxn,syb,syc,syl,szl,szy,tab,tac,tah,taj,tam,tap,taq,tar,tat,tav,taw,tay,tbc,tbg,tbk,tbl,tbo,tbw,tby,tbz,tca,tcc,tcf,tcs,tcy,tcz,ted,tee,tel,tem,teo,ter,tet,tew,tfr,tgk,tgo,tgp,tha,thk,thl,tif,tig,tih,tik,tim,tir,tiv,tiy,tke,tkl,tkr,tku,tlb,tlf,tlh,tlj,tll,tly,tmc,tmd,tna,tnc,tnk,tnn,tnp,tnr,tob,toc,tod,tog,toh,toi,toj,tok,ton,too,top,tos,tpa,tpi,tpm,tpp,tpt,tpw,tpz,tqo,trc,trn,tro,trp,trq,trs,trv,tsc,tsg,tsn,tso,tsw,tsz,ttc,tte,ttj,ttq,tuc,tue,tuf,tui,tuk,tul,tum,tuo,tur,tuv,tvk,tvl,twi,twu,twx,txq,txu,tyv,tzh,tzj,tzl,tzm,tzo,ubr,ubu,udm,udu,uig,ukr,umb,upv,ura,urb,urd,urh,uri,urk,urt,urw,ury,usa,usp,uth,uvh,uvl,uzn,uzs,vag,vap,var,vec,ven,vep,vid,vie,viv,vls,vmk,vmw,vmy,vol,vot,vro,vun,vut,waj,wal,wap,war,wat,way,wba,wbm,wbp,wed,wer,wes,wew,whg,whk,wib,wim,wiu,wln,wls,wlv,wlx,wmt,wmw,wnc,wnu,wob,wol,wos,wrk,wrs,wsg,wsk,wuu,wuv,wwa,xal,xav,xbi,xbr,xed,xho,xla,xmf,xmm,xmv,xnn,xog,xon,xrb,xsb,xsi,xsm,xsr,xsu,xtd,xtm,xtn,xuo,yaa,yad,yal,yam,yan,yao,yap,yaq,yat,yaz,ybb,yby,ycn,ydd,yim,yka,yle,yli,yml,yom,yon,yor,yrb,yre,yrk,yrl,yss,yua,yue,yuj,yup,yut,yuw,yuz,yva,zaa,zab,zac,zad,zae,zai,zam,zao,zar,zas,zat,zav,zaw,zca,zdj,zea,zgh,zia,ziw,zne,zom,zos,zpa,zpc,zpg,zpi,zpj,zpl,zpm,zpo,zpq,zpt,zpu,zpv,zpz,zsm,zsr,ztq,zty,zul,zyb,zyp,dataset:jhu-clsp/mmbert-decay,dataset:jhu-clsp/mmbert-midtraining,dataset:jhu-clsp/mmbert-pretrain-p1-fineweb2-langs,dataset:jhu-clsp/mmbert-pretrain-p2-fineweb2-remaining,dataset:jhu-clsp/mmbert-pretrain-p3-others,arxiv:2509.06888,license:mit,endpoints_compatible,region:us"
Snowflake/snowflake-arctic-embed-xs,Snowflake,301411,40,sentence-similarity,sentence-transformers,2024-04-12 13:54:17+00:00,2024-12-13 20:54:05+00:00,"sentence-transformers,onnx,safetensors,bert,feature-extraction,sentence-similarity,mteb,arctic,snowflake-arctic-embed,transformers.js,arxiv:2407.18887,arxiv:2405.05374,model-index,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
answerdotai/answerai-colbert-small-v1,answerdotai,300721,160,,,2024-08-12 13:02:24+00:00,2026-02-14 02:15:07+00:00,"onnx,safetensors,bert,ColBERT,RAGatouille,passage-retrieval,en,arxiv:2407.20750,license:apache-2.0,region:us"
timm/edgenext_small.usi_in1k,timm,300710,6,image-classification,timm,2023-04-23 22:43:00+00:00,2025-01-21 18:05:08+00:00,"timm,pytorch,safetensors,image-classification,transformers,dataset:imagenet-1k,arxiv:2206.10589,arxiv:2204.03475,license:mit,region:us"
datificate/gpt2-small-spanish,datificate,300545,34,text-generation,transformers,2022-03-02 23:29:05+00:00,2021-05-21 15:24:00+00:00,"transformers,pytorch,tf,jax,gpt2,text-generation,es,dataset:wikipedia,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
cloud19/gemma-4-26B-A4B-it-heretic-FP8-Static,cloud19,300416,4,image-text-to-text,transformers,2026-04-07 20:18:50+00:00,2026-04-08 11:53:36+00:00,"transformers,safetensors,gemma4,image-text-to-text,fp8,vllm,quantization,conversational,base_model:coder3101/gemma-4-26B-A4B-it-heretic,base_model:quantized:coder3101/gemma-4-26B-A4B-it-heretic,license:apache-2.0,endpoints_compatible,region:us"
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,Qwen,300379,147,text-generation,transformers,2025-07-21 11:16:16+00:00,2025-09-17 06:53:28+00:00,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-235B-A22B-Instruct-2507,base_model:quantized:Qwen/Qwen3-235B-A22B-Instruct-2507,license:apache-2.0,endpoints_compatible,fp8,deploy:azure,region:us"
dangvantuan/vietnamese-document-embedding,dangvantuan,300307,27,sentence-similarity,sentence-transformers,2024-08-15 05:32:04+00:00,2024-11-22 13:56:46+00:00,"sentence-transformers,safetensors,Vietnamese,image-feature-extraction,feature-extraction,sentence-similarity,transformers,phobert,vietnamese,sentence-embedding,custom_code,vi,arxiv:1908.10084,arxiv:2407.19669,arxiv:2308.03281,arxiv:2402.14776,license:apache-2.0,endpoints_compatible,region:us"
AutonLab/MOMENT-1-small,AutonLab,300022,6,time-series-forecasting,transformers,2024-10-10 22:02:17+00:00,2025-03-26 01:42:59+00:00,"transformers,pytorch,safetensors,time series,forecasting,classification,anomaly detection,imputation,pretrained models,foundation models,time-series,time-series-forecasting,dataset:AutonLab/Timeseries-PILE,arxiv:2402.03885,license:mit,endpoints_compatible,region:us"
KBLab/wav2vec2-large-voxrex-swedish,KBLab,299940,13,automatic-speech-recognition,transformers,2022-03-02 23:29:04+00:00,2025-05-22 20:24:41+00:00,"transformers,pytorch,safetensors,wav2vec2,automatic-speech-recognition,audio,speech,hf-asr-leaderboard,sv,dataset:common_voice,dataset:NST_Swedish_ASR_Database,dataset:P4,arxiv:2205.03026,license:cc0-1.0,model-index,endpoints_compatible,deploy:azure,region:us"
openai/privacy-filter,openai,299302,1630,token-classification,transformers,2026-04-17 21:38:35+00:00,2026-04-22 16:50:17+00:00,"transformers,onnx,safetensors,transformers.js,token-classification,license:apache-2.0,endpoints_compatible,region:us"
jinaai/jina-colbert-v1-en,jinaai,299090,100,,transformers,2024-01-23 09:23:52+00:00,2025-01-06 16:23:57+00:00,"transformers,safetensors,bert,ColBERT,passage-retrieval,custom_code,en,dataset:ms_marco,arxiv:2310.19923,arxiv:2108.12409,arxiv:2004.12832,arxiv:2112.01488,license:apache-2.0,endpoints_compatible,region:us"
internlm/internlm2-1_8b-reward,internlm,298715,16,text-classification,transformers,2024-06-27 12:49:33+00:00,2025-03-13 07:04:46+00:00,"transformers,safetensors,internlm2,image-feature-extraction,reward model,text-classification,custom_code,en,zh,arxiv:2403.17297,license:other,region:us"
wkcn/TinyCLIP-ViT-8M-16-Text-3M-YFCC15M,wkcn,298611,12,zero-shot-image-classification,transformers,2023-12-19 14:29:40+00:00,2024-05-08 03:05:50+00:00,"transformers,pytorch,safetensors,clip,zero-shot-image-classification,tinyclip,license:mit,endpoints_compatible,region:us"
Synaptics/yolo,Synaptics,297292,0,,,2025-09-29 03:40:26+00:00,2026-05-11 07:25:20+00:00,"tflite,base_model:Ultralytics/YOLOv8,base_model:quantized:Ultralytics/YOLOv8,license:agpl-3.0,region:us"
onecxi/open-vakgyata,onecxi,297206,3,audio-classification,transformers,2025-03-01 14:11:51+00:00,2025-07-23 11:39:56+00:00,"transformers,onnx,safetensors,wav2vec2,audio-classification,language-identification,indian-languages,multilingual,speech,asr-preprocessing,callcenter-ai,speech-analytics,pytorch,huggingface,en,hi,or,bn,ta,te,kn,ml,mr,gu,license:cc-by-nc-4.0,endpoints_compatible,region:us"
xbgoose/hubert-large-speech-emotion-recognition-russian-dusha-finetuned,xbgoose,297088,15,audio-classification,transformers,2023-05-28 14:27:28+00:00,2024-04-26 20:07:32+00:00,"transformers,pytorch,safetensors,hubert,audio-classification,SER,speech,audio,russian,ru,dataset:xbgoose/dusha,base_model:facebook/hubert-large-ls960-ft,base_model:finetune:facebook/hubert-large-ls960-ft,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
microsoft/dit-base,microsoft,296527,33,,transformers,2022-03-07 17:18:46+00:00,2023-02-27 17:55:38+00:00,"transformers,pytorch,beit,dit,arxiv:2203.02378,region:us"
lightx2v/Qwen-Image-Edit-2511-Lightning,lightx2v,296456,461,image-to-image,diffusers,2025-12-22 06:03:41+00:00,2026-01-15 10:41:12+00:00,"diffusers,safetensors,diffusion-single-file,comfyui,distillation,LoRA,lora,Qwen-Image,Qwen-Image-Edit,image-to-image,base_model:Qwen/Qwen-Image-Edit-2511,base_model:adapter:Qwen/Qwen-Image-Edit-2511,license:apache-2.0,region:us"
Intel/dpt-hybrid-midas,Intel,295913,108,depth-estimation,transformers,2022-12-06 09:12:55+00:00,2024-02-09 08:58:56+00:00,"transformers,pytorch,vision,depth-estimation,arxiv:2103.13413,license:apache-2.0,model-index,endpoints_compatible,region:us"
LSX-UniWue/LLaMmlein_1B_prerelease,LSX-UniWue,295755,14,text-generation,transformers,2024-10-15 09:46:47+00:00,2025-10-20 07:09:40+00:00,"transformers,safetensors,llama,text-generation,de,dataset:togethercomputer/RedPajama-Data-V2,dataset:LSX-UniWue/LLaMmlein-Dataset,arxiv:2411.11171,license:other,text-generation-inference,endpoints_compatible,region:us"
nvidia/NVIDIA-Nemotron-Nano-9B-v2-Japanese,nvidia,295382,138,text-generation,transformers,2026-02-04 08:48:59+00:00,2026-04-21 05:39:44+00:00,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,ja,dataset:nvidia/Nemotron-Personas-Japan,dataset:nvidia/Nemotron-CC-v2.1,dataset:nvidia/Nemotron-Pretraining-Specialized-v1,dataset:nvidia/Nemotron-Agentic-v1,dataset:nvidia/Nemotron-Instruction-Following-Chat-v1,dataset:globis-university/aozorabunko-clean,dataset:HuggingFaceFW/fineweb-2,arxiv:2504.03624,arxiv:2508.14444,base_model:nvidia/NVIDIA-Nemotron-Nano-9B-v2,base_model:finetune:nvidia/NVIDIA-Nemotron-Nano-9B-v2,license:other,endpoints_compatible,region:us"
Jackrong/Qwopus3.6-27B-v1-preview-GGUF,Jackrong,295145,124,image-text-to-text,transformers,2026-04-23 00:30:09+00:00,2026-04-23 03:21:54+00:00,"transformers,gguf,qwen,qwen3.6,qwopus,reasoning,instruct,conversational,vision-language-model,multimodal,image-text-to-text,safetensors,unsloth,en,zh,ja,ko,es,ru,dataset:Kassadin88/Claude-Distillation-Dataset,dataset:Jackrong/GLM-5.1-Reasoning-1M-Cleaned,dataset:Jackrong/Kimi-K2.5-Reasoning-1M-Cleaned,dataset:Jackrong/Qwen3.5-reasoning-700x,base_model:Qwen/Qwen3.6-27B,base_model:quantized:Qwen/Qwen3.6-27B,license:apache-2.0,endpoints_compatible,region:us"
timm/wide_resnet50_2.racm_in1k,timm,295038,2,image-classification,timm,2023-04-05 20:38:52+00:00,2025-01-21 21:45:51+00:00,"timm,pytorch,safetensors,image-classification,transformers,arxiv:2110.00476,arxiv:1605.07146,arxiv:1512.03385,license:apache-2.0,region:us"
OrdalieTech/Solon-embeddings-large-0.1,OrdalieTech,293849,53,feature-extraction,transformers,2023-12-09 09:42:17+00:00,2024-03-26 15:53:50+00:00,"transformers,safetensors,xlm-roberta,feature-extraction,mteb,fr,license:mit,model-index,text-embeddings-inference,endpoints_compatible,region:us"
NetoAISolutions/T-VEC,NetoAISolutions,293204,20,,sentence-transformers,2025-04-22 12:40:38+00:00,2025-04-25 05:50:48+00:00,"sentence-transformers,safetensors,qwen2,text-embeddings,telecom,domain-adaptation,triplet-loss,transformer,semantic-search,domain-specific,contrastive-learning,simcse,bio-bert,don’t-stop-pretraining,custom_code,en,arxiv:2504.16460,arxiv:1703.07737,arxiv:2104.08821,base_model:Alibaba-NLP/gte-Qwen2-1.5B-instruct,base_model:finetune:Alibaba-NLP/gte-Qwen2-1.5B-instruct,license:mit,model-index,region:us"
timm/vit_small_patch16_224.augreg_in21k_ft_in1k,timm,292658,4,image-classification,timm,2022-12-22 07:54:03+00:00,2025-01-21 19:16:38+00:00,"timm,pytorch,safetensors,image-classification,transformers,dataset:imagenet-1k,dataset:imagenet-21k,arxiv:2106.10270,arxiv:2010.11929,license:apache-2.0,region:us"
mistralai/Mistral-Small-3.1-24B-Instruct-2503,mistralai,292533,1364,,vllm,2025-03-11 17:04:58+00:00,2025-12-22 10:15:41+00:00,"vllm,safetensors,mistral3,mistral-common,en,fr,de,es,pt,it,ja,ko,ru,zh,ar,fa,id,ms,ne,pl,ro,sr,sv,tr,uk,vi,hi,bn,base_model:mistralai/Mistral-Small-3.1-24B-Base-2503,base_model:finetune:mistralai/Mistral-Small-3.1-24B-Base-2503,license:apache-2.0,eval-results,region:us"
sentence-transformers/paraphrase-albert-small-v2,sentence-transformers,292223,11,sentence-similarity,sentence-transformers,2022-03-02 23:29:05+00:00,2025-03-06 13:26:11+00:00,"sentence-transformers,pytorch,tf,rust,onnx,safetensors,openvino,albert,feature-extraction,sentence-similarity,transformers,dataset:flax-sentence-embeddings/stackexchange_xml,dataset:s2orc,dataset:ms_marco,dataset:wiki_atomic_edits,dataset:snli,dataset:multi_nli,dataset:embedding-data/altlex,dataset:embedding-data/simple-wiki,dataset:embedding-data/flickr30k-captions,dataset:embedding-data/coco_captions,dataset:embedding-data/sentence-compression,dataset:embedding-data/QQP,dataset:yahoo_answers_topics,arxiv:1908.10084,license:apache-2.0,endpoints_compatible,region:us"
jinaai/jina-embeddings-v2-base-de,jinaai,291610,83,feature-extraction,sentence-transformers,2024-01-12 14:04:50+00:00,2025-01-06 16:26:47+00:00,"sentence-transformers,pytorch,onnx,safetensors,bert,fill-mask,feature-extraction,sentence-similarity,mteb,transformers,transformers.js,custom_code,de,en,arxiv:2108.12409,arxiv:2402.17016,license:apache-2.0,model-index,text-embeddings-inference,region:eu"
lmstudio-community/Qwen3.6-27B-MLX-8bit,lmstudio-community,291006,1,image-text-to-text,transformers,2026-06-02 22:02:46+00:00,2026-06-02 22:03:02+00:00,"transformers,safetensors,qwen3_5,image-text-to-text,mlx,conversational,base_model:Qwen/Qwen3.6-27B,base_model:quantized:Qwen/Qwen3.6-27B,license:apache-2.0,endpoints_compatible,8-bit,region:us"
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB,290915,158,text-generation,transformers,2025-06-19 11:33:11+00:00,2025-08-14 16:41:36+00:00,"transformers,onnx,safetensors,smollm3,text-generation,transformers.js,en,fr,es,it,pt,zh,ar,ru,license:apache-2.0,endpoints_compatible,region:us"
argmaxinc/parakeetkit-pro,argmaxinc,290570,4,automatic-speech-recognition,whisperkit,2025-05-26 05:04:13+00:00,2025-09-23 18:39:23+00:00,"whisperkit,whisper,parakeet,nvidia,openai,coreml,asr,transcription,local,on-device,quantized,compressed,automatic-speech-recognition,license:other,region:us"
protectai/deberta-v3-base-prompt-injection-v2,protectai,289499,108,text-classification,transformers,2024-04-20 16:52:22+00:00,2024-05-28 07:07:49+00:00,"transformers,onnx,safetensors,deberta-v2,text-classification,prompt-injection,injection,security,llm-security,generated_from_trainer,en,dataset:natolambert/xstest-v2-copy,dataset:VMware/open-instruct,dataset:alespalla/chatbot_instruction_prompts,dataset:HuggingFaceH4/grok-conversation-harmless,dataset:Harelix/Prompt-Injection-Mixed-Techniques-2024,dataset:OpenSafetyLab/Salad-Data,dataset:jackhhao/jailbreak-classification,base_model:microsoft/deberta-v3-base,base_model:quantized:microsoft/deberta-v3-base,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
timm/vit_base_patch16_224.augreg_in21k,timm,289166,11,image-classification,timm,2022-12-22 07:25:23+00:00,2025-01-21 19:14:36+00:00,"timm,pytorch,safetensors,image-classification,transformers,dataset:imagenet-21k,arxiv:2106.10270,arxiv:2010.11929,license:apache-2.0,region:us"
MaziyarPanahi/Qwen3-0.6B-GGUF,MaziyarPanahi,289084,11,text-generation,,2025-04-28 21:04:22+00:00,2025-04-28 21:05:51+00:00,"gguf,mistral,quantized,2-bit,3-bit,4-bit,5-bit,6-bit,8-bit,GGUF,text-generation,base_model:Qwen/Qwen3-0.6B,base_model:quantized:Qwen/Qwen3-0.6B,region:us,conversational"
facebook/fasttext-language-identification,facebook,288381,268,text-classification,fasttext,2023-03-06 12:52:50+00:00,2023-06-09 12:39:43+00:00,"fasttext,text-classification,language-identification,arxiv:1607.04606,arxiv:1802.06893,arxiv:1607.01759,arxiv:1612.03651,license:cc-by-nc-4.0,region:us"
jinaai/ReaderLM-v2,jinaai,286582,792,text-generation,transformers,2025-01-13 02:44:23+00:00,2025-03-04 06:52:36+00:00,"transformers,onnx,safetensors,qwen2,text-generation,conversational,multilingual,arxiv:2503.01151,license:cc-by-nc-4.0,text-generation-inference,deploy:azure,region:eu"
